item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes,result_model_id,actual_fertilizer,is_model_fertilizer_exact_match,grader_ethan_recommendation_correctness,grader_ethan_explanation_relevance,grader_ethan_clarity,grader_ethan_uncertainty_calibration,grader_ethan_decision_support_usefulness,grader_rachel_recommendation_correctness,grader_rachel_explanation_relevance,grader_rachel_clarity,grader_rachel_uncertainty_calibration,grader_rachel_decision_support_usefulness
FERT-077,split-0-100,30,60,47,Sandy,Maize,22,0,21,gpt-5.5,model-instructions-v4,17-17-17,"For Maize grown in Sandy soil under 30°C temperature, 60% humidity, and 47 moisture conditions, the nutrient profile (N=22, P=21, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Maize under moisture level 47.,Moisture at 47 and humidity near 60% may alter nutrient uptake efficiency for Maize; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-078,split-0-100,27,53,59,Loamy,Sugarcane,10,0,15,gpt-5.5,model-instructions-v4,17-17-17,"For Sugarcane grown in Loamy soil under 27°C temperature, 53% humidity, and 59 moisture conditions, the nutrient profile (N=10, P=15, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Sugarcane under moisture level 59.,Moisture at 59 and humidity near 53% may alter nutrient uptake efficiency for Sugarcane; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-079,split-0-100,26,52,36,Clayey,Pulses,7,16,20,gpt-5.5,model-instructions-v4,17-17-17,"For Pulses grown in Clayey soil under 26°C temperature, 52% humidity, and 36 moisture conditions, the nutrient profile (N=7, P=20, K=16) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Pulses under moisture level 36.,Moisture at 36 and humidity near 52% may alter nutrient uptake efficiency for Pulses; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,10-26-26,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-080,split-0-100,34,65,63,Red,Cotton,14,0,38,gpt-5.5,model-instructions-v4,DAP,"For Cotton grown in Red soil under 34°C temperature, 65% humidity, and 63 moisture conditions, the nutrient profile (N=14, P=38, K=0) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Cotton under moisture level 63.,Moisture at 63 and humidity near 65% may alter nutrient uptake efficiency for Cotton; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,true,correct,5,4,4,4,correct,5,4,4,4
FERT-081,split-0-100,28,54,43,Clayey,Paddy,10,8,29,gpt-5.5,model-instructions-v4,17-17-17,"For Paddy grown in Clayey soil under 28°C temperature, 54% humidity, and 43 moisture conditions, the nutrient profile (N=10, P=29, K=8) aligns most closely with the nutrient balance provided by 17-17-17.",Cautious - 17-17-17 aligns with the observed nutrient balance for Paddy under moisture level 43.,Moisture at 43 and humidity near 54% may alter nutrient uptake efficiency for Paddy; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-082,split-0-100,30,60,40,Sandy,Millets,41,0,0,gpt-5.5,model-instructions-v4,Urea,"For Millets grown in Sandy soil under 30°C temperature, 60% humidity, and 40 moisture conditions, the nutrient profile (N=41, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Millets under moisture level 40.,Moisture at 40 and humidity near 60% may alter nutrient uptake efficiency for Millets; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-083,split-0-100,29,58,65,Black,Cotton,14,0,35,gpt-5.5,model-instructions-v4,DAP,"For Cotton grown in Black soil under 29°C temperature, 58% humidity, and 65 moisture conditions, the nutrient profile (N=14, P=35, K=0) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Cotton under moisture level 65.,Moisture at 65 and humidity near 58% may alter nutrient uptake efficiency for Cotton; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,true,correct,5,4,4,4,correct,5,4,4,4
FERT-084,split-0-100,26,52,59,Loamy,Sugarcane,11,0,9,gpt-5.5,model-instructions-v4,17-17-17,"For Sugarcane grown in Loamy soil under 26°C temperature, 52% humidity, and 59 moisture conditions, the nutrient profile (N=11, P=9, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Sugarcane under moisture level 59.,Moisture at 59 and humidity near 52% may alter nutrient uptake efficiency for Sugarcane; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,2,4,partially_correct,4,4,3,4
FERT-085,split-0-100,31,62,44,Sandy,Barley,21,0,28,gpt-5.5,model-instructions-v4,17-17-17,"For Barley grown in Sandy soil under 31°C temperature, 62% humidity, and 44 moisture conditions, the nutrient profile (N=21, P=28, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Cautious - 17-17-17 aligns with the observed nutrient balance for Barley under moisture level 44.,Moisture at 44 and humidity near 62% may alter nutrient uptake efficiency for Barley; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-086,split-0-100,35,67,28,Clayey,Pulses,8,7,31,gpt-5.5,model-instructions-v4,DAP,"For Pulses grown in Clayey soil under 35°C temperature, 67% humidity, and 28 moisture conditions, the nutrient profile (N=8, P=31, K=7) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Pulses under moisture level 28.,Moisture at 28 and humidity near 67% may alter nutrient uptake efficiency for Pulses; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,incorrect,4,4,4,4,incorrect,4,4,4,4
FERT-087,split-0-100,29,58,30,Red,Tobacco,13,17,16,gpt-5.5,model-instructions-v4,17-17-17,"For Tobacco grown in Red soil under 29°C temperature, 58% humidity, and 30 moisture conditions, the nutrient profile (N=13, P=16, K=17) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Tobacco under moisture level 30.,Moisture at 30 and humidity near 58% may alter nutrient uptake efficiency for Tobacco; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,10-26-26,false,partially_correct,4,4,2,4,partially_correct,4,4,3,4
FERT-088,split-0-100,27,53,30,Black,Millets,35,0,0,gpt-5.5,model-instructions-v4,Urea,"For Millets grown in Black soil under 27°C temperature, 53% humidity, and 30 moisture conditions, the nutrient profile (N=35, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Millets under moisture level 30.,Moisture at 30 and humidity near 53% may alter nutrient uptake efficiency for Millets; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-089,split-0-100,36,68,50,Loamy,Wheat,12,18,19,gpt-5.5,model-instructions-v4,17-17-17,"For Wheat grown in Loamy soil under 36°C temperature, 68% humidity, and 50 moisture conditions, the nutrient profile (N=12, P=19, K=18) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Wheat under moisture level 50.,Moisture at 50 and humidity near 68% may alter nutrient uptake efficiency for Wheat; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,10-26-26,false,partially_correct,4,4,2,4,partially_correct,4,4,3,4
FERT-090,split-0-100,29,58,61,Loamy,Cotton,11,0,38,gpt-5.5,model-instructions-v4,DAP,"For Cotton grown in Loamy soil under 29°C temperature, 58% humidity, and 61 moisture conditions, the nutrient profile (N=11, P=38, K=0) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Cotton under moisture level 61.,Moisture at 61 and humidity near 58% may alter nutrient uptake efficiency for Cotton; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,true,correct,5,4,4,4,correct,5,4,4,4
FERT-091,split-0-100,30,60,26,Black,Oil seeds,8,9,30,gpt-5.5,model-instructions-v4,DAP,"For Oil seeds grown in Black soil under 30°C temperature, 60% humidity, and 26 moisture conditions, the nutrient profile (N=8, P=30, K=9) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Oil seeds under moisture level 26.,Moisture at 26 and humidity near 60% may alter nutrient uptake efficiency for Oil seeds; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-092,split-0-100,34,65,45,Clayey,Paddy,6,19,21,gpt-5.5,model-instructions-v4,17-17-17,"For Paddy grown in Clayey soil under 34°C temperature, 65% humidity, and 45 moisture conditions, the nutrient profile (N=6, P=21, K=19) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Paddy under moisture level 45.,Moisture at 45 and humidity near 65% may alter nutrient uptake efficiency for Paddy; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,10-26-26,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-093,split-0-100,36,68,41,Red,Ground Nuts,41,0,0,gpt-5.5,model-instructions-v4,Urea,"For Ground Nuts grown in Red soil under 36°C temperature, 68% humidity, and 41 moisture conditions, the nutrient profile (N=41, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Ground Nuts under moisture level 41.,Moisture at 41 and humidity near 68% may alter nutrient uptake efficiency for Ground Nuts; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-094,split-0-100,28,54,25,Sandy,Maize,9,10,30,gpt-5.5,model-instructions-v4,DAP,"For Maize grown in Sandy soil under 28°C temperature, 54% humidity, and 25 moisture conditions, the nutrient profile (N=9, P=30, K=10) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Maize under moisture level 25.,Moisture at 25 and humidity near 54% may alter nutrient uptake efficiency for Maize; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-095,split-0-100,25,50,32,Clayey,Pulses,24,0,19,gpt-5.5,model-instructions-v4,17-17-17,"For Pulses grown in Clayey soil under 25°C temperature, 50% humidity, and 32 moisture conditions, the nutrient profile (N=24, P=19, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Pulses under moisture level 32.,Moisture at 32 and humidity near 50% may alter nutrient uptake efficiency for Pulses; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-096,split-0-100,30,60,27,Red,Tobacco,4,17,17,gpt-5.5,model-instructions-v4,17-17-17,"For Tobacco grown in Red soil under 30°C temperature, 60% humidity, and 27 moisture conditions, the nutrient profile (N=4, P=17, K=17) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Tobacco under moisture level 27.,Moisture at 27 and humidity near 60% may alter nutrient uptake efficiency for Tobacco; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,10-26-26,false,partially_correct,4,4,2,4,partially_correct,4,4,3,4
FERT-097,split-0-100,38,72,51,Loamy,Wheat,39,0,0,gpt-5.5,model-instructions-v4,Urea,"For Wheat grown in Loamy soil under 38°C temperature, 72% humidity, and 51 moisture conditions, the nutrient profile (N=39, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Wheat under moisture level 51.,Moisture at 51 and humidity near 72% may alter nutrient uptake efficiency for Wheat; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-098,split-0-100,36,60,43,Sandy,Millets,15,0,41,gpt-5.5,model-instructions-v4,14-35-14,"For Millets grown in Sandy soil under 36°C temperature, 60% humidity, and 43 moisture conditions, the nutrient profile (N=15, P=41, K=0) aligns most closely with the nutrient balance provided by 14-35-14.",Cautious - 14-35-14 aligns with the observed nutrient balance for Millets under moisture level 43.,Moisture at 43 and humidity near 60% may alter nutrient uptake efficiency for Millets; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. 14-35-14 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-099,split-0-100,29,58,57,Black,Sugarcane,12,0,10,gpt-5.5,model-instructions-v4,17-17-17,"For Sugarcane grown in Black soil under 29°C temperature, 58% humidity, and 57 moisture conditions, the nutrient profile (N=12, P=10, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Sugarcane under moisture level 57.,Moisture at 57 and humidity near 58% may alter nutrient uptake efficiency for Sugarcane; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,2,4,partially_correct,4,4,3,4
